Time,Node,Tenant_id,Shard,Query Rate (QPS),Data Growth Rate (GB/day),CPU Utilization (%),Disk Space Utilization (%),Query Response Time (ms),Shard Size (GB),ShardSplit Required
2023-06-27 21:31:23,4,4,2,803.4416717644277,-2.730654427787247,84.7134327933349,887.0,1197.8738925260611,1784.0,Yes
2023-05-31 19:31:23,5,5,3,1085.8726430567156,-9.747281129806618,34.57075175595884,237.0,1273.7082159661818,484.0,No
2023-06-04 07:31:23,5,5,3,683.6191039793218,7.449498933354253,53.11634968213951,321.0,819.9647077931265,652.0,No
2023-06-26 05:31:23,4,4,2,1362.2847173383159,20.71991353808973,75.7132588076854,847.0,1363.4228145483291,1704.0,Yes
2023-06-29 05:31:23,1,1,1,1422.2942607261755,15.08739309365837,80.7798481660018,919.0,1378.5585701328946,1848.0,Yes
2023-05-27 13:31:23,1,1,1,1936.6370727450924,6.016249566982463,34.26208754113767,135.0,1404.2890365901699,280.0,Yes
2023-06-07 10:31:23,3,3,2,912.1762070610495,-0.9683908889350537,51.50695423042292,396.0,55.42856768924476,802.0,No
2023-05-25 10:31:23,1,1,1,921.0582753270395,-0.9584872749035565,13.87855716874924,84.0,577.1912876183761,178.0,No
2023-06-06 00:31:23,3,3,2,20.59575676731118,-13.176321405509082,6.498209396559352,362.0,1190.3792040609158,734.0,No
2023-05-29 12:31:23,3,3,2,887.0159692759916,0.026268899396569925,59.7401539500862,182.0,154.40951406431353,374.0,No
2023-06-23 11:31:23,4,4,2,814.8629490674678,-31.406090067384927,68.20828882756395,781.0,165.24509604136912,1572.0,Yes
2023-06-21 22:31:23,5,5,3,107.09344736694449,22.173645867791098,41.06168501196849,744.0,1204.4847503138653,1498.0,Yes
2023-05-24 01:31:23,3,3,2,515.8024987514882,-0.10171000376275126,21.523919343864662,51.0,68.8309821944687,112.0,No
2023-06-23 14:31:23,5,5,3,1011.8197079521353,-7.40587556236649,59.78539432893475,784.0,272.4572711149661,1578.0,Yes
2023-06-09 11:31:23,5,5,3,297.5247784287802,-12.284154536232743,80.86290191593274,445.0,1434.351391135583,900.0,Yes
2023-05-26 20:31:23,3,3,2,1914.5966364022677,-3.3826878788664585,28.575653547560577,118.0,519.3300081479223,246.0,Yes
2023-06-29 06:31:23,4,4,2,631.931369441133,-26.474785478712082,44.79709892952788,920.0,618.097701280427,1850.0,Yes
2023-05-31 02:31:23,5,5,3,737.3807102853871,-9.747281129806618,83.74240038515467,220.0,567.7200245395929,450.0,Yes
2023-06-27 03:31:23,1,1,1,1876.9558623576065,-2.0989915070065877,19.607462293696187,869.0,400.34591123047977,1748.0,Yes
2023-06-10 14:31:23,4,4,2,989.0707757278993,-22.145195716125855,92.6971857931864,472.0,677.775724272631,954.0,Yes
2023-06-06 08:31:23,5,5,3,1624.0474513155953,5.178009914613767,76.62084895446175,370.0,137.84796497171027,750.0,No
2023-05-27 05:31:23,1,1,1,1038.143190559026,6.016249566982463,66.8846161882843,127.0,781.1602572666877,264.0,No
2023-06-10 22:31:23,1,1,1,979.676377663256,-2.872531071924371,28.751763840259414,480.0,309.9142860066998,970.0,No
2023-05-28 04:31:23,3,3,2,1644.6068011502477,6.54599203756867,76.14672829677714,150.0,503.5814161826287,310.0,No
2023-07-01 06:31:23,2,2,1,1537.340712657366,28.928847228933147,17.545989277509456,968.0,694.9805955070443,1946.0,Yes
2023-06-01 17:31:23,1,1,1,624.8626887969655,2.9676207201211127,88.49709426635202,259.0,176.91434314855255,528.0,Yes
2023-06-30 06:31:23,2,2,1,1086.1113190584178,15.908445392819022,40.51051505048223,944.0,795.5236786268395,1898.0,Yes
2023-06-05 16:31:23,4,4,2,627.328607911251,-7.621694807186076,35.518652085263135,354.0,259.52613871383727,718.0,No
2023-06-08 14:31:23,4,4,2,744.7987017002511,-9.376174332327414,30.027105072168236,424.0,251.06286019052266,858.0,No
2023-06-07 12:31:23,5,5,3,164.9809470274448,16.968005409038998,68.98478557832264,398.0,416.98990127717707,806.0,No
2023-05-26 04:31:23,4,4,2,1718.295515934777,2.886649689099093,64.83042678364532,102.0,671.2165445950284,214.0,No
2023-06-17 09:31:23,5,5,3,1556.678130217072,25.423836133186228,67.19576031770164,635.0,455.0359783189143,1280.0,Yes
2023-06-06 23:31:23,5,5,3,868.5542559383392,5.178009914613767,92.64503090015828,385.0,1453.664009430253,780.0,Yes
2023-05-27 01:31:23,3,3,2,147.59505204112776,-2.5189236068614975,2.399286526235078,123.0,51.44787056683037,256.0,No
2023-05-27 12:31:23,3,3,2,1149.5953328060803,-2.5189236068614975,98.26019144032303,134.0,1257.719766041468,278.0,Yes
2023-05-24 02:31:23,1,1,1,18.491563380702125,0.26221126291422797,26.082694161218612,52.0,477.4589025496099,114.0,No
