Time,Node,Tenant_id,Shard,Query Rate (QPS),Data Growth Rate (GB/day),CPU Utilization (%),Disk Space Utilization (%),Query Response Time (ms),Shard Size (GB),ShardSplit Required
2023-06-02 20:30:55,1,1,1,214.60190460782158,4.137318991348801,41.50800071866616,286.0,911.0657616515228,582.0,No
2023-06-30 08:30:55,5,5,3,202.44295453664728,-24.11324011619333,50.90198556876422,946.0,1494.7443933200095,1902.0,Yes
2023-06-04 03:30:55,2,2,1,628.277278242169,-9.198261782452823,85.7599871130372,317.0,682.3384375527844,644.0,Yes
2023-06-16 17:30:55,2,2,1,68.66321197517378,-6.034790683361946,37.68642670429644,619.0,1146.6502424166245,1248.0,Yes
2023-05-29 21:30:55,5,5,3,1131.05886427411,2.5285726642646233,5.145723216677112,191.0,1292.5029128282742,392.0,No
2023-06-08 08:30:55,1,1,1,1660.9162659316858,-12.627733322053905,89.90233620839786,418.0,1205.0842199671392,846.0,Yes
2023-06-03 00:30:55,1,1,1,42.988257584198664,0.635799858070437,28.72903385434248,290.0,569.5906407741609,590.0,No
2023-05-27 04:30:55,5,5,3,1223.4831352425442,-0.41025182169012,96.55849965350156,126.0,154.98290026435362,262.0,Yes
2023-06-28 10:30:55,3,3,2,792.9152389453853,18.878832607704545,98.64871464496665,900.0,1034.5128751605807,1810.0,Yes
2023-06-17 21:30:55,3,3,2,1643.1765300391291,-25.99988035569999,35.47603982728782,647.0,928.1591404271029,1304.0,Yes
2023-06-08 10:30:55,2,2,1,1304.5813290934927,2.5979408047921897,72.17937665295098,420.0,1169.79936143621,850.0,No
2023-06-27 17:30:55,3,3,2,1543.7805366802609,-7.255324864095595,21.88771662714053,883.0,568.6076775875583,1776.0,Yes
2023-05-27 03:30:55,4,4,2,1947.937391473669,1.339882397906947,34.84469651827037,125.0,133.91915378937648,260.0,Yes
2023-06-21 16:30:55,1,1,1,1094.7056987150036,-2.945738056701836,98.38432379283536,738.0,1150.3990822907815,1486.0,Yes
2023-06-05 08:30:55,1,1,1,1443.3482866778431,-1.8748369112818093,11.690480743478826,346.0,477.7472982547112,702.0,No
2023-06-11 22:30:55,3,3,2,236.8627793525677,12.35199062908782,82.57504184054548,504.0,1174.1743084896573,1018.0,Yes
2023-06-18 12:30:55,3,3,2,1789.6634048919593,17.38195228690997,83.71158214533094,662.0,1411.1373920334106,1334.0,Yes
2023-06-09 07:30:55,1,1,1,502.3826398155977,-8.613907902211514,76.50994776128242,441.0,1315.8154165511621,892.0,No
2023-05-24 04:30:55,2,2,1,1053.4393924333563,2.2436943213347855,21.362251880900807,54.0,182.85946234659045,118.0,No
2023-06-20 03:30:55,1,1,1,853.5972118897066,0.8356794757586082,83.53124967748326,701.0,1197.7040871770282,1412.0,Yes
2023-06-02 05:30:55,2,2,1,285.22178173819236,6.531369774412252,94.94379160179163,271.0,1336.8511774374408,552.0,Yes
2023-05-30 14:30:55,4,4,2,1456.2316251248626,9.584578137821858,62.682552733319866,208.0,824.8362705609964,426.0,No
2023-06-10 21:30:55,5,5,3,34.12954597584328,-15.715534555545382,41.16035570768178,479.0,332.8754315733139,968.0,No
2023-06-11 17:30:55,1,1,1,224.47865394055898,5.4279014819016105,4.958146826975951,499.0,422.23684424924,1008.0,Yes
2023-05-26 10:30:55,2,2,1,712.8518551493919,4.107598266906693,26.415779331748922,108.0,1187.234232017083,226.0,No
2023-06-12 09:30:55,5,5,3,416.34987753353414,-9.17017217420561,20.479090488917052,515.0,784.0463419907275,1040.0,Yes
2023-05-23 04:30:55,3,3,2,1364.384653850531,-0.937501718722419,19.328185676072763,30.0,447.283300302152,70.0,No
2023-06-10 07:30:55,5,5,3,834.0088853013867,-15.715534555545382,72.26739606487857,465.0,1170.9080870590903,940.0,No
2023-06-10 13:30:55,5,5,3,1779.0440465781655,-15.715534555545382,44.50710394863924,471.0,239.53910072126823,952.0,No
2023-06-09 13:30:55,4,4,2,1170.9438745141981,-19.800575079872736,39.71990733386755,447.0,164.7141412303442,904.0,No
2023-06-24 06:30:55,5,5,3,716.8940515772111,-25.04782720113612,62.36329328879107,800.0,548.7376340847075,1610.0,Yes
2023-06-21 08:30:55,3,3,2,732.7001775313777,8.038407479993262,71.06319928163205,730.0,807.4271386323592,1470.0,Yes
2023-07-01 04:30:55,4,4,2,1419.9194204589674,36.88118472821793,62.64100422255466,966.0,890.3896868337272,1942.0,Yes
2023-06-17 15:30:55,5,5,3,249.5676525645598,18.813000851142803,16.8589994467622,641.0,1306.631808048816,1292.0,Yes
