Time,Node,Tenant_id,Shard,Query Rate (QPS),Data Growth Rate (GB/day),CPU Utilization (%),Disk Space Utilization (%),Query Response Time (ms),Shard Size (GB),ShardSplit Required
2023-06-16 01:31:14,1,1,1,1972.659449259228,20.692718502536618,54.892072740122586,603.0,17.144518458258094,1216.0,Yes
2023-06-27 11:31:14,2,2,1,640.2251509906274,6.587492204472443,32.97695554775735,877.0,621.0843330939672,1764.0,Yes
2023-06-13 13:31:14,4,4,2,912.8935714983786,-3.7750803789725027,2.1390726737549715,543.0,585.6066513286427,1096.0,Yes
2023-06-07 08:31:14,4,4,2,1413.623276454197,-10.549299031013447,88.39940797391077,394.0,1054.679997938357,798.0,Yes
2023-06-21 17:31:14,5,5,3,445.62793316414616,-16.959208214190927,12.485055849331772,739.0,740.1046327680007,1488.0,Yes
2023-06-28 00:31:14,2,2,1,811.1322101948,24.25507242279168,73.10512911292106,890.0,1368.027427001327,1790.0,Yes
2023-06-14 02:31:14,3,3,2,348.6892091169951,12.216889231475312,82.664510362269,556.0,611.5153847297611,1122.0,Yes
2023-07-01 06:31:14,4,4,2,1012.5963929271045,10.958133589797384,71.82079584224236,968.0,1422.6813434725925,1946.0,Yes
2023-06-04 23:31:14,4,4,2,1435.306789233352,-1.1730707064281558,46.35428125823554,337.0,247.83868995683483,684.0,No
2023-06-04 07:31:14,1,1,1,1229.5476098961628,-2.2164386843592343,71.59906340666102,321.0,1201.3428475720814,652.0,No
2023-06-25 12:31:14,2,2,1,1443.0166377758353,14.07162699272092,52.1831976215139,830.0,338.06450193937326,1670.0,Yes
2023-05-27 16:31:14,5,5,3,1509.5255182177473,4.755444930567938,62.7495523647996,138.0,312.6086080999044,286.0,No
2023-05-28 04:31:14,1,1,1,1974.1408099486782,-4.0895081489442475,8.861270164845559,150.0,76.67307299660936,310.0,Yes
2023-06-13 02:31:14,2,2,1,1390.58838071741,-20.87338930947401,77.11675930202715,532.0,924.8398137982434,1074.0,Yes
2023-06-28 20:31:14,2,2,1,639.8518140256114,24.25507242279168,10.917747086742446,910.0,438.44433382003547,1830.0,Yes
2023-06-16 19:31:14,2,2,1,1375.5777668834194,22.066306972064318,88.62046618924731,621.0,1136.2260501337585,1252.0,Yes
2023-06-14 07:31:14,2,2,1,1277.355408345932,25.02252606853736,43.57739690931902,561.0,152.3107510220913,1132.0,Yes
2023-05-28 16:31:14,5,5,3,1572.0613442432975,0.00906325693721941,2.1039704580755103,162.0,582.5481318063781,334.0,No
2023-05-24 05:31:14,5,5,3,102.3756682340815,1.3653268574976816,38.48899305614797,55.0,1267.7018384417834,120.0,No
2023-06-19 02:31:14,4,4,2,712.9484258003984,-4.1813079192618865,27.655001638271436,676.0,6.573227003071668,1362.0,Yes
2023-06-07 01:31:14,1,1,1,25.21270615581317,-10.35719207144662,5.302519370489589,387.0,6.927865215016482,784.0,No
2023-06-10 20:31:14,5,5,3,209.73860961808154,-8.012765347302004,64.86231845868092,478.0,1390.5157617094053,966.0,No
2023-06-22 06:31:14,5,5,3,631.9581246520785,20.48968150612888,58.04389435044003,752.0,349.71173544279065,1514.0,Yes
2023-06-15 02:31:14,5,5,3,1000.0905397033537,6.07177106167868,33.17758219181988,580.0,983.6122128754172,1170.0,Yes
2023-06-10 16:31:14,3,3,2,421.4014775551087,21.42360924372096,94.81093419802474,474.0,1174.1186276154795,958.0,Yes
2023-06-17 03:31:14,4,4,2,945.1687985336756,-9.385377752629658,64.960687900122,629.0,1058.2841122122377,1268.0,Yes
2023-06-08 14:31:14,4,4,2,751.8797728443122,10.758151435705436,76.82871582760345,424.0,404.11774782765815,858.0,No
2023-06-20 06:31:14,2,2,1,1797.6681616413844,-19.995541814712805,76.02459950552173,704.0,290.7835536071835,1418.0,Yes
2023-05-31 17:31:14,2,2,1,1580.5942573038458,8.090246755002386,33.04538958639819,235.0,412.73557102587847,480.0,No
2023-06-03 03:31:14,3,3,2,1636.5832998040448,-12.86331017669748,95.61699238527905,293.0,689.5419497187405,596.0,Yes
2023-06-05 23:31:14,4,4,2,102.5097093211782,7.796924242330549,27.222139065851714,361.0,1421.1779486461703,732.0,No
2023-07-01 20:31:14,3,3,2,271.18115521448874,-3.491305798265154,86.2524931635152,982.0,348.2339671387668,1974.0,Yes
2023-05-25 07:31:14,1,1,1,604.0409274405698,0.2065731056881354,1.169854774245116,81.0,1329.9670742830986,172.0,No
2023-05-29 06:31:14,3,3,2,1281.1131025431935,-7.110271796022284,98.45638906035089,176.0,1059.1812711073246,362.0,Yes
2023-06-10 18:31:14,1,1,1,912.5098122491861,21.683959242186898,24.50892054204448,476.0,925.965638417384,962.0,No
2023-05-23 21:31:14,1,1,1,680.9879460252753,-0.7703578968013645,76.74208046683582,47.0,715.0722610871671,104.0,No
2023-05-26 01:31:14,4,4,2,977.7282269441057,-4.244430306773662,40.09401672393588,99.0,1017.0860201110811,208.0,No
2023-05-26 06:31:14,4,4,2,833.2313020935828,-4.244430306773662,46.57209058673777,104.0,1428.1148551823171,218.0,No
2023-06-21 03:31:14,2,2,1,780.1263691997353,8.123454000149165,42.09791849949466,725.0,1456.1560488378236,1460.0,Yes
