Time,Node,Tenant_id,Shard,Query Rate (QPS),Data Growth Rate (GB/day),CPU Utilization (%),Disk Space Utilization (%),Query Response Time (ms),Shard Size (GB),ShardSplit Required
2023-06-17 11:31:06,5,5,3,1079.232971545275,-1.0781611154275006,5.8155199828300415,637.0,1447.8233112190378,1284.0,Yes
2023-06-17 09:31:06,2,2,1,194.5149589926116,-26.986727479393153,83.0882662579428,635.0,180.96043406972962,1280.0,Yes
2023-06-18 15:31:06,5,5,3,544.6287007524271,-5.012994588502424,20.369900184397626,665.0,1393.188584566725,1340.0,Yes
2023-06-23 07:31:06,5,5,3,790.0928087970451,9.727077794684014,36.10913812346086,777.0,997.9214863275264,1564.0,Yes
2023-06-15 04:31:06,3,3,2,498.28458517535546,-22.301746024013568,42.2071498044727,582.0,1018.6825947195581,1174.0,Yes
2023-06-06 19:31:06,2,2,1,999.6870407355362,13.964177084604136,31.828186156110718,381.0,1261.6796618994235,772.0,No
2023-06-30 22:31:06,4,4,2,180.46596098405087,-19.442343710578808,70.83029744321946,960.0,278.12382455276895,1930.0,Yes
2023-06-18 18:31:06,1,1,1,1907.88992660873,-1.9552918143838554,26.708400578817514,668.0,115.10924735084271,1346.0,Yes
2023-05-28 06:31:06,3,3,2,1411.4526072415883,-0.2825409311355065,92.41392318731056,152.0,1257.0971955627824,314.0,Yes
2023-06-15 02:31:06,2,2,1,149.09423838058066,-23.578592059500227,65.61057862708152,580.0,1068.2585845450935,1170.0,Yes
2023-05-23 16:31:06,5,5,3,1758.4421186918166,-1.0459625570483508,41.542459942669495,42.0,1434.5209984642765,94.0,No
2023-06-03 08:31:06,3,3,2,1631.351032450641,-2.705449410737685,73.3962017329985,298.0,83.72938944943803,606.0,No
2023-06-23 05:31:06,4,4,2,1579.2673095722475,35.28053705594462,26.351797099785223,775.0,1458.5075186360716,1560.0,Yes
2023-07-02 18:31:06,5,5,3,1415.2604422576815,-1.636546346496658,84.7758956676586,1004.0,1177.805088325993,2018.0,Yes
2023-05-26 04:31:06,4,4,2,1428.7108764603754,4.210228693868068,56.30914609654397,102.0,1055.4147437594454,214.0,No
2023-06-07 06:31:06,1,1,1,550.9870977956895,-13.697097299699186,22.276045719754144,392.0,221.48644175985416,794.0,No
2023-05-31 16:31:06,1,1,1,771.1391437983916,-2.899798506612448,49.28484428215095,234.0,615.3710510282879,478.0,No
2023-06-07 17:31:06,1,1,1,553.6431791695749,-13.697097299699186,23.2495008006794,403.0,204.7131625266564,816.0,No
2023-06-20 04:31:06,5,5,3,1414.5548935506022,-24.20963505762966,56.79503268950556,702.0,222.6632073416949,1414.0,Yes
2023-06-10 18:31:06,4,4,2,1522.2108466926113,-13.626910187548173,24.715423184141518,476.0,1183.185053532159,962.0,No
2023-06-27 01:31:06,5,5,3,420.4575061549261,15.276209891748719,52.78404685572868,867.0,999.6456325988655,1744.0,Yes
2023-06-21 06:31:06,1,1,1,1223.8445632940584,-33.61741588614318,16.997748594613928,728.0,696.6870094723981,1466.0,Yes
2023-06-05 14:31:06,4,4,2,1567.4402185696088,8.598777607015553,39.813889601411944,352.0,548.835775931434,714.0,No
2023-05-31 15:31:06,2,2,1,1338.796971347214,-8.350849963243201,81.16886091429073,233.0,937.471847252584,476.0,Yes
2023-06-03 12:31:06,1,1,1,876.6009287171728,-6.03898195281434,21.101059795913933,302.0,488.6773497971127,614.0,No
2023-06-21 05:31:06,4,4,2,1066.856062548887,10.535919706984625,26.33608387787455,727.0,23.434597501368227,1464.0,Yes
2023-06-07 19:31:06,5,5,3,449.59571964082267,9.714515874040796,42.768337521962444,405.0,1052.625525293512,820.0,No
2023-06-07 04:31:06,3,3,2,1856.77075092848,19.1319932391871,48.0364118462518,390.0,55.619782354144164,790.0,Yes
2023-07-03 07:31:06,1,1,1,1929.0504222897994,26.72621348496786,9.662301824140041,1017.0,851.9888644402455,2044.0,Yes
2023-06-26 21:31:06,2,2,1,1733.0986039994618,-41.518943021577904,39.19626814807007,863.0,1231.701649390642,1736.0,Yes
2023-06-05 16:31:06,3,3,2,526.3042583142907,-13.477701684374878,17.442395295914935,354.0,263.6535875382597,718.0,No
